key,value
r7qyxsw1-dzz6-w0ux-lofo-1v2rytvfs0at,971367
mud6z6rm-f2ys-q5s9-yzvt-akpxpaxqa4ej,284568
6icxelf3-aezs-cb7x-x6jt-sg1epz430u73,309190
gackwutq-3ohn-z6um-tv2o-rjysiodv8u4n,203155
oua69k2a-jw4d-zo0p-0j7g-y0lsb80143ql,821692
twtckek6-uato-bm6e-zy4o-ifc582by9m0d,841365
jn9ni27e-pn0i-rvuz-v14i-6eergrqscn8s,738937
4uzh7f5n-8ac5-i4yj-6qp9-n87eqzpzz2df,938365
p4ha774d-jl5q-66ss-zyen-mgmtgeioqyfx,272052
8kp9ddfv-fq5t-ysf7-y62e-pi9fjuemrrjy,673863
3kbf612d-tqni-ydnk-yv21-vzxh58jiuuzl,780288
j08p27cw-ffkz-x82e-ofp3-0o37kc2asa7t,831504
wvl2jy2e-o2y3-ua1i-05fl-inm4xjtzea0j,782352
2u1onfac-a64k-8csx-zahq-ismfg4qj4da2,739521
cyn71awv-sstm-hhmo-f07i-xb71z6i0alph,808417
voaa1iig-pkcw-d7an-lc9c-7q449ysngivu,617506
kvzcdadw-5pvs-6oiz-gqym-ej2yds2cauhm,786527
mkxd8p89-f2oa-6lap-0h4o-ivdd7cbqs51v,886992
eivpy5eq-n401-4m96-hy5a-s2entfxudgly,313631
fqze3y06-kw96-7wkl-5ad9-6hf6rzsnu7u3,918584
rg83krpq-6uc4-mr5w-mj2b-wrquu2xu313u,985607
56b86nal-c5ws-3gc7-z2wf-y4gwkldpxjbw,928048
wb177305-yis6-mtdn-gjh5-3mhm7l6sfidp,815612
mu8pitg7-jb9v-ednc-9rc4-j5y2vn7731w6,461901
92vvc9kz-so4k-6xxj-klc7-ehjctiil5b0n,828516
898fchvf-v8fz-4zsq-jgno-4kqemk000hrc,174155
4xvfk98u-jb9d-ppl4-v5ol-p7vnyu3nx0fk,479055
8m2gngcw-dfj9-i5r6-okqc-ovsw1pclbkp0,200907
gs4zasp1-tfrd-dyv0-dx9d-xjnmya284gxo,978444
thm3o0uw-u4kb-0qef-ltj3-8gnkztya1c04,698164
uewwp425-eoj1-lzb9-31sr-jt8awjypwddl,517016
q10y236u-2dnu-ajjk-pd5u-x7tyrratu1eq,995893
u31lha0t-reyp-51fb-nlx0-t9okofam4h0l,695362
aabhu24f-auyj-d3y0-exr4-pgismgfrtkld,146453
eyq548s0-jt8k-4eba-n3lr-ikyjiqfwlzo8,655044
epxx8dsl-f5yf-3uig-dmo9-rjy64a40qwf3,389393
9sh4a77o-wkky-lcz7-kdd5-owt749pmdpyw,123954
uptihkwj-3xf1-8w4k-uqah-ot6d8vyuu0gr,443302
gapc7qrl-ri33-ojcq-8ot9-80uupuc9xsuo,331702
nmwtd2q6-l36l-972q-076h-ffkjnr2m860p,341392
7v4y046b-7r5n-wjj1-xdcx-wv99858unirz,830927
inxvon6a-lb6p-hpe2-of4h-nut8jj4x1cau,449540
u6yeccvf-n13y-8iad-mliw-h5wtl2w7aq2f,156209
a7h610jl-b735-4r52-hvok-8g0y1kvemduo,949390
najooci6-bymz-93ds-6vxj-0i4l2034d3bk,435738
kvrdgxy7-gbq4-8plj-1mlo-munm1n5x3xus,298076
dgk7821i-vyde-ails-ktlu-4edzc83d6i4m,987185
0qupizs2-xxhj-v0a3-xhwo-vpxyynr870nn,852988
q9neen1s-w2n0-aamo-6iwv-n9tn75zqkt3e,274479
1rfhj2l0-msr5-by7s-ez5h-7ou1sy2bnc97,112352
3bv4agpe-3x7t-umls-0zf8-6vpgcspax4pb,183934
72hkd7xg-v3p6-hnsj-dq2d-l5h1myags089,338167
jzazuzvl-08f0-s5hb-fz19-vjcsbd1uculu,339034
d316u993-nt3k-kj14-uivx-fmvg5f1ig6zr,367225
m7d6s2p1-wqcp-970b-4mba-qlo117rhgczw,337099
tutap1av-zutk-xw47-cmhy-0e7gwb2qzj2r,752218
98olanaw-kxuv-erdq-vcx3-ykl8m7tgsxj1,804711
nu18j237-xhen-0iho-twic-ir9uqg2lmfqi,459366
bu7vm8f9-aa04-hc3y-hojj-9zkyxyjxd853,964141
apdwwax3-onlj-2p0q-u7d9-3d0an7iua4uz,659708
94buyu7i-omos-0xox-np6f-7n3x6e2s7wlv,370537
2pf1a3z5-hc2n-cuq8-etaa-f2eogoee23wf,258256
z3mrv14c-j46q-2nkz-o6b4-fpmucvspx762,417317
aot2vqc7-x2uu-hfpp-95yq-debans32s8d1,556086
t276c1o8-55tf-26lh-pfmt-jczf7qkmq8fs,452474
2mbic1lh-55s8-170s-cfgn-3k326cickpn2,768523
ud8k4emh-3s3r-8z3f-cprl-t5un93u5g1uj,118182
3xk8eivy-ug29-4yg7-76r9-fww7yxkcs7z9,168001
47snjyil-bq7o-sqj8-1o4c-9kve9v3kisru,658876
vutvo45q-ez6n-gry5-k26t-rdoeztb28yjc,938200
7j3d2phy-2a0e-mg8e-yfct-d2rqbm71vwje,270372
dihrd54b-rlzy-me8j-sjf3-wcjgnm2oen0u,628877
h35tcvsp-aa0x-6hou-36xz-3wtm9r3ptarf,147564
8e8cd3op-i1g4-7aja-25b5-b8ut8ohadrvv,483596
ymh85trw-tlbs-3tzq-217l-d79byg68c1o2,254207
ac1xxwoc-hv2q-kqzu-r3km-4yohquj8xbnz,530952
f4y17wtl-imls-aqv2-s9d5-mxjn9obj7ufs,771644
jocvglqk-msfe-tl13-dc70-sw0asnm24w5f,691742
eqet9jpo-744g-7vrv-sf98-silxfpmgl321,516700
kqz7xy24-7cbw-apgv-8xgc-lq68k2vrq0mr,882629
o6hhapdf-6py2-hgsz-p7t2-hm2ozs6tjj2p,201621
exnjnrxj-dcum-1mht-v88e-zqsmi6r5f5su,162729
3jdtri55-2quo-t6te-wege-vudia757fsq0,134834
lvtplm0m-gt7q-tmrg-p76b-q7cxhgm3c5dt,772053
lxnviyud-lwsj-dqon-dfhf-hdvt1yvnig2q,870012
6g434r13-bm4e-bue1-sfk0-o5hukiqnksd0,599496
lld23di2-p5jm-fwzp-zn0g-rczg01b0r1i5,472177
rlu94khu-sdi1-k9ue-msd5-eikziafn4sfd,838565
5tkt5sfc-72lr-zgxl-7pg9-vin5tj9l1krm,458667
chrkmt1h-9ala-3tqk-lpdb-kt7541w1yur5,567058
6bpjlfup-q9em-q2hw-4z39-s9evjy4xp43m,755033
i7ng6ylz-o7ti-xvn9-gmcb-lxoh2w0rhkvz,228450
d6qzyrnp-r2sr-aifg-dxuu-b69w3x9b751d,940400
a26ikgf2-hgv0-6cvp-dcx6-rzs8hh55dki5,808497
yw2lufbq-bs88-qvz3-8tbj-gq2bpdrg586m,492897
44tfbr3t-nohl-bp1i-yf7u-pjpagaetg8ks,833310
djp244wi-84d6-qqhg-avys-xpyisoivkxwn,221719
wrxlcvte-2rqg-yoms-6jeb-dwg5i5pvm1dv,907139
susk0hbw-0q9u-erpz-b6be-j2x6avrxv6gr,779117
0ruezsr1-ec9q-qlfu-e0r1-ge4w3jmznuip,295366
3xnvp5ve-cr36-vbq6-2hic-hegqllz9023j,697541
879xpuw9-quee-w684-hcwz-bqumy9tcszvk,580041
8gth10qj-axri-moj7-vrcn-ugt7v730hwgb,277786
39g48dbu-w2s7-lkfp-3ad4-b2a9pzbawif4,713765
essln1aj-j3hn-bclo-z83o-t1qk82ewdkoz,600792
wqkgqebl-pvxi-r8cz-hi4u-g7vpka1i2m98,914474
74vgjumc-eqft-01oc-zq3w-wfczsvmo8maa,941087
x9gbd6nx-qtxd-edpy-rgxd-6wt0imzqwmq3,665259
7dbh4f1f-5iam-vrpr-82ec-kszhciw729lp,490661
tv3bl8r0-zq2u-5ch3-xoa9-z397jv3ibwxf,602070
ujhdquha-d2yt-tsqi-7pzr-8fjgg8in1icf,194545
57v78vcf-p4ik-f0ws-jh4b-klsmmjkz6261,204097
aqhq2c2u-a150-k0rc-i69b-vpfl6hqrsldn,407587
jwjozn8p-qv77-6hau-2xjj-hgxa6fzyrv4b,270268
c7ikjsca-ygpt-ia8u-s4ct-ga3q5qfuvq1e,221603
4c8zt8jo-f9ui-72ns-5jwn-golgjkfs9psk,672503
nj2wab5z-4qx6-u3fp-ivim-bhg32kabswt8,850038
yc9m3ari-zmqo-bmmu-77v6-c32grtattv7s,989316
m67d3nwu-7hlj-2wxp-5kjp-3y75ddvh9sbg,496360
94n3hulc-myfh-35d5-1a5m-cui9ydru913r,406005
db38wspf-t1xw-024e-gi6i-nyzyfbishtku,761538
md3cp0m1-nnaa-dpq1-xrry-sbz3x6wqy5qg,613836
7gudfb3i-iick-o8t4-ruvt-69hae5m0zw1b,174672
xis4jb23-xknf-fqfz-n1pl-3g8pec5tzae2,766886
a44dfzn3-rj1p-keni-ierg-4fmv6vv24y22,212168
wswsos72-umzs-xg15-hhgm-ppxloroavrio,614701
t70f1n5m-j1tr-of5b-ornj-rwms87249gi3,713744
mqq1wpzt-44x1-30cz-dnew-p9406klldhay,989360
2rkrt48y-wuke-qodg-tfig-ihaaf4p3xlyz,778147
w59lbaar-h9zr-uhmv-mp8v-lucjq9xtskrn,987048
x9ievr5w-i5ve-mlj9-yasf-3ecvtlobzj7k,496405
xtvaoo1v-vizd-sh0h-y6rs-yw8w0kgwp413,432622
d1cd83jw-sf3p-amv1-hu0k-rjng7fb8rzb5,603315
sblv8u66-58e8-hplu-yk79-0jnvhlprvoql,783190
iok0ks7g-dm1m-s24j-n7ll-60vfpyj1zdi0,705654
br9pi7et-d2cu-bbkx-fuf1-u9203sddeygm,807250
w9znshxr-ijdl-18ku-m0wu-w2y64dj9wdc2,856493
jw6meah0-qftt-j1jn-cf4j-srosixtzcmx1,711763
ox47g3r5-y5lb-rhf0-diuq-hhzp5w1m5gd3,170398
b55hn74d-ecdx-k0lp-wr0z-n9qygzv208pg,292265
93c3m47d-iijl-i0il-s5su-p0wb8yzc4rop,926435
s5pzunaz-69kb-dht0-oh4q-7b3gmi84p56a,342993
f2sqsrye-5s4l-vr00-54di-5twjtfmyjhy1,429912
dmib32xa-guqi-fdm2-3x8f-5hlejjpjtykl,543947
hlbpzs7n-4e8s-d09p-72e3-nheyzdj8i0ux,411927
7nisdyry-9fbp-reht-6ewr-holoqtdw5x7o,940891
8ssealxl-7x6d-hd72-ap84-4fnd4ys6tsiz,373923
k2595tna-euhp-uofp-8syc-phn3xeshuiw1,566572
rzhwpkol-k6rg-77lq-ndaj-mrwkwxzowg45,636657
t76n1mnh-ihgg-n7cl-dzh2-7dsk5idrnkfb,767040
0sazukfy-ozr0-xbz1-x2tb-etn6b3h8iv0k,219980
0ib36cnd-0wvz-3n0d-4bkf-nb3nl41f6ubp,240378
a28bfuzy-zxw6-adx4-rsm8-a5ltinkjx8vl,829470
9mmmjnbq-leol-gi26-xivp-plybrc5jlq9b,709374
0pyus4wv-rsws-te7j-0eol-8t74my8l38kj,419958
yv24quyt-7zm6-ifk9-r0pd-pktx9gslr50m,872239
f147zayg-mvs5-oret-ksoe-v9vlh2jaoh8q,371205
ye8a5iy8-maxe-c9o2-ztq0-vbcx9uctz35f,877269
fzll54lp-qkf1-fhjs-6clv-ztghc7ldabau,637845
m4sdj40o-m7to-yqru-eg0j-kb8i7woynrsc,241389
c8mg48yz-4a27-5ol2-ojxd-tbrcnx9xr17u,570320
8jw2w6j4-ga16-8uxq-su4n-nghgkdo4eoxl,614844
gbr4b983-we8n-8otu-bv6y-m2y4bpj0ku5h,575632
57n7pb3c-kvgc-ah7e-va6q-a1xd0leawfix,403304
b4wnks5a-he9t-4jyg-0fhf-mye9zta5d4ax,786790
4ogf4ubh-hxs9-v9n6-rcai-gtlhd0jmrrcx,834381
zl2q0n3z-mthk-96v6-onlg-qyv1i4phznis,260905
sy86kov6-i7gd-5q0e-bfuo-nz78d4k8pim0,296341
itwe249k-bzyw-n1t7-fs49-ppin0osyn6q9,611408
yxyyj04x-g8ay-txtv-kb19-nwun50m7y8ac,644912
g3elb9gz-i1dm-n2tp-qtv4-x2dnwlqkfuhv,183033
77va0psw-og8b-jq7z-zd3j-uwbuuvxt322v,921622
ovlabdva-24ty-7wfm-9mji-kp8l4sw9e643,109975
mhfjau17-1lhp-gasv-l2ha-r0buups6jxto,142777
t5mzbxyf-aac3-kb2x-3bp9-97ossi5mmnoh,565935
5jvtdyos-90mw-upw6-4yll-t0k7lfbmxfod,124399
po1ethe7-9le6-agwh-rrml-eecaye5sfgl5,742540
kh4tzvpp-ayrz-s3xg-t7tq-u3sootrvpsiv,555263
2gy39l5k-fo0g-h5o0-a7i5-elp9z8y6pan9,673841
44pfulyo-gl6m-b0a4-5g7e-d80pic0b0nsb,815150
6w0gg9va-8ohk-nabl-z61l-0s6km2mwj97i,607817
g0fzibg8-5338-qrd1-1l3j-ju0wafd44oep,237265
tbdmowb0-im4j-8oo9-1fum-q4hx2khjygz5,645060
dk6pj2oo-nyny-ct0i-9ga3-fjrzpql4x4pw,745529
ih3ms9z7-9nuo-la4i-hnwh-kt62hqjcazlw,940191
u1fru0ql-dxrm-4v6p-ott3-d5wrbb60e9i4,737166
xmkj02yv-p5tx-5rt2-bym6-p1yfny9m6dt6,176783
tqezir3n-fdu8-77y9-31ni-s619oz8irws8,566864
5evdstfu-gtc1-8yxk-y8zc-b8r6l1623gzu,504718
6s50rmkd-agwj-c284-ehhg-ungz1pw2exiy,622024
sk8gzwi1-gtcv-wh4w-vgh5-utwzpl47rwtq,990984
ffz9n9y4-ke4i-r1ev-dx3j-k2p2fc2y46bl,102837
ezqosv5e-fj02-1ahg-f48b-elpsurtj04xv,481173
burr36b5-16au-jmrn-hk0g-012zn8lc4gf3,186550
f918u95p-uf44-ybn3-02vo-tf92nwb4zar7,193283
a12tyk1o-xs60-16ed-gjub-imo1namb4wh7,640030
a2cv1nx1-tyo1-3kkw-xypm-ut8vzogcq36q,472042
dug9lput-g9tr-g5u1-rvb6-5fl9k7koh1wa,646967
kkaxp86z-22an-ohrs-r0uw-xgfa4fuznm6n,974583
br0oxhch-yzof-2vvk-rxgz-mjurhv4ixprr,115334
lprsbx5x-kpvg-wi9g-lyvz-ru66940y8422,553304
le0t1mzh-4c4r-lcql-8reo-m9fmbh2encrd,745897
h8xx3yag-b90r-achd-kuvr-ve0nwl81csgj,680178
x2r80bco-wgkf-89eu-h0fx-hpv8n5ozvabn,315602
